video_id,title,channel_name,published_date
LnPMEATKCtI,キャットラビング - 香椎モイミ feat.可不 // covered by 凪原涼菜,Meteopolis from RIOT MUSIC,2023-03-11T12:00:14Z
Lx1PNCat-Q0,誇り高きアイドル - 尾丸ポルカ(cover),Polka Ch. 尾丸ポルカ,2021-06-29T08:00:12Z
M0uZlDQZYvQ,【歌ってみた】Los!Los!Los!【にじさんじ/える】,える / Elu【にじさんじ】,2021-11-06T13:00:12Z
MB4g9gGH2UA,Happiness - 嵐 // covered by 道明寺ここあ 芦澤サキ 松永依織 長瀬有花 凪原涼菜,COCOA CHANNEL,2021-03-13T10:00:05Z
Lvs3t_sgGL4,閃光 (Senkou) - [Alexandros] // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-09-26T10:00:17Z
M-ZOorwwAqY,Easy Breezy - chelmico (Cover) / KMNZ,KMNZ LITA,2020-10-12T12:00:05Z
LzEp6xg6jY4,ヒトガタ - HIMEHINA covered by 剣持刀也/夕陽リリ [Live] from #夕陽リリ誕生日LIVE,Yuhi Riri Official,2022-05-13T11:00:11Z
MAsRlz1yxCA,悪魔の子 (Akuma no Ko) - ヒグチアイ // covered by 凪原涼菜,Meteopolis from RIOT MUSIC,2023-01-25T10:00:18Z
LyXYrurbHDs,ヒビカセ / ギガP (covered by 緑仙、鈴木勝),緑仙 / Ryushen,2018-07-30T08:00:01Z
M0IG3SQZqus,【オリジナルMV】「君の知らない物語」歌ってみた【神楽めあ】,神楽めあ / KaguraMea,2020-08-01T11:15:11Z
LyCB8H6lYnI,【全部声】恋愛サーキュレーション【歌ってみた】Renai Circulation,猫舐つな,2021-01-20T12:00:11Z
MEzzFhlqThM,メンヘラじゃないもん！ / covered by 魔界ノりりむ × 勇気ちひろ,魔界ノりりむ,2023-01-15T12:00:11Z
ML600w9S1II,ライオン (Lion)  [LIVE ver.] -  May'n 中島愛  // covered by 道明寺ここあ×芦澤 サキ,COCOA CHANNEL,2021-03-04T10:00:05Z
M7bRLFkcdiE,【1周年記念】君に届け【Covered by 岸堂天真/ホロスターズ】,Temma Ch. 岸堂天真,2020-12-14T11:00:16Z
MKEb-Ox1KEw,【Original MV】浸食!! 地球全域全おーしゃん🌊🌊🌊 （Short ver.）【#UMISEA　好評配信中！】,hololive ホロライブ - VTuber Group,2021-09-18T15:00:11Z
M5FqUyIVaVo,ドラマツルギー / by 犬山たまき【歌ってみた】,犬山たまき / 佃煮のりおチャンネル,2019-02-05T12:58:15Z
MC5TkPPmfbA,【オリジナルＭＶ】丸の内サディスティック/椎名林檎(cover)歌ってみた【鈴鹿詩子/にじさんじ】,鈴鹿詩子 Utako Suzuka,2020-04-26T11:00:13Z
M2geb4HLBlE,【ショート】成人男性が∞ / cosMo@暴走P を裏声で歌ってみた,弦月 藤士郎 / Genzuki Tojiro【にじさんじ】,2022-02-02T23:00:45Z
M6I0g-VKVUs,【ゲーム主題歌歌ってみた】Not A Hero【天神子兎音cover】,天神 子兎音 Tenjin Kotone,2019-05-17T12:00:05Z
M6esqi1cnEE,【オリジナルMV】「廃都アトリエスタにて」歌ってみた【神楽めあ× 卯月コウ】,神楽めあ / KaguraMea,2018-12-24T14:57:41Z
MNi9lITT6tE,【乙女おと】「妄想感傷代償連盟」無加工一発録りで歌ってみた【新人Vtuber／ちゅこらら】,乙女おと / Otome Oto,2019-05-28T10:57:41Z
MFqUO8Qz4p0,Nichijou ED 日常ED「zzz」歌ってみた【＊なみりん】,*namirin,2017-11-07T09:00:02Z
M8gLzm9J8yA,【COVER】KING - Kanaria 【Etna Crimson】,Etna Crimson 【NIJISANJI ID】,2020-11-27T13:00:13Z
MEuDx_IQe10,Don't say "lazy" - 桜高軽音部 // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-08-03T10:00:10Z
MIlI_NeWuyo,【カッコイイ】Don't say lazy 歌ってみた AZKi & おさナズ【私たちを見て！！】,AZKi Channel,2019-07-12T12:58:16Z
M25Z-LpC_2A,【歌ってみた】Iなんです/25時、ナイトコードで。│♔Lilly Crown（夜見れな・鷹宮リオン・天宮こころ・椎名唯華）#りりくら,椎名唯華 / Shiina Yuika,2023-03-16T13:00:07Z
M3GrnY8Lni8,天使にふれたよ! / 放課後ティータイム (covered by 犬山たまき×鬼灯わらべ×稲荷いろは×レグルシュ・ライオンハート×猫瀬乃しん),Tamaki Ch. 犬山たまき / 佃煮のりお,2023-01-30T15:00:07Z
MK78JU18SxE,Kobo Kanaeru - Happy (Cover),Kobo Kanaeru Ch. hololive-ID,2022-12-12T15:45:09Z
MRLLownLhuU,【歌ってみた】イケナイ太陽 / ORANGE RANGE 【#夜十神封魔 / #羽継烏有 / #緋崎ガンマ /#ホロスターズ 】,Gamma Ch. 緋崎ガンマ - UPROAR!! -,2022-08-31T10:00:13Z
M80FC3aT7LE,トウキョウ・シャンディ・ランデヴ／Covered by紫咲シオン【歌ってみた】,Shion Ch. 紫咲シオン,2023-03-12T13:00:10Z
MQ9DV_4X2ts,【Jazz Cover】Daddy! Daddy! Do! Kaguya-sama: Love is War OP 2,Oceane Otoishi Ch. 音衣詩おしあん【kawaii】,2022-11-27T16:30:18Z
MQ-QnXZR4mc,【歌ってみた】神のまにまに/Covered by癒月ちょこ＆大空スバル＆姫森ルーナ【ホロライブ/オリジナルＭＶ】,Choco Ch. 癒月ちょこ,2022-01-26T11:00:12Z
MRg1OuBU_i8,Phoenix (League of Legends) - Kaela Kovalskia「Cover」,Kaela Kovalskia Ch. hololive-ID,2022-08-30T14:45:10Z
MI1FsyFGECA,妄想感傷代償連盟 / DECO*27 (covered by 緑仙),緑仙 / Ryushen,2019-05-27T10:28:16Z
MNcnT8wBcdw,心做し / 夏色まつり cover【オリジナルPV/4K】,Matsuri Channel 夏色まつり,2019-12-13T15:00:16Z
MbkDZ01m0xg,愛を伝えたいだとか - あいみょん (Cover) / KMNZ LITA,KMNZ LITA,2021-03-23T12:00:05Z
MJAHKHMPrdQ,【歌ってみた】Readymade - Ado【Nara Haramaung】,Nara Haramaung 【NIJISANJI ID】,2021-05-19T12:30:15Z
MRfcZ4teUeE,【チヤホヤして！！】ヒロイン育成計画 歌ってみた AZKi【HoneyWorks】,AZKi Channel,2020-04-22T11:00:12Z
MMQzaPdTdM8,ハッピーウェディング前ソング / ヤバイTシャツ屋さん（covered by ニュイ×アンジュ）【歌ってみた／にじさんじ】,アンジュ・カトリーナ - Ange Katrina -,2021-06-27T10:00:14Z
MSX8QbJR0eQ,気まぐれメルシィKimagure Mercy/アキ・ローゼンタール【歌ってみた】,アキロゼCh。Vtuber/ホロライブ所属,2020-10-11T14:15:12Z
MdSL6i2oSAw,【歌ってみた】踊【健屋花那/にじさんじ】,健屋花那【にじさんじ】KanaSukoya,2022-01-29T11:00:13Z
MdhW0YICEYA,Hamtaro ED English Cover ft. @DomMaddoxVO @Knight Zhang,Bao Ch. 海の幽霊,2016-12-22T03:35:46Z
M_KMeBDbpzM,【歌ってみた】アイデンティティ【 #赤髪のパタリン /龍ヶ崎リン/レイン・パターソン】,レイン・パターソン／Lain Paterson【にじさんじ】,2022-09-29T12:00:12Z
MUq-0idFZ3w,【歌ってみた】ジェラシス  covered by 花譜,花譜 -KAF-,2021-08-09T09:00:04Z
MTv3t548pVo,【Hana Macchia x rachie】ウミユリ海底譚〖cover/ 歌ってみた〗,Hana Macchia Ch.【NIJISANJI ID】,2021-05-09T12:00:17Z
MZm_Xy2zJq8,「ぼくの夢、メチャクソ無限湧き」ARuFa / 夏色まつりcover,Matsuri Channel 夏色まつり,2020-06-27T11:00:14Z
MS3KJWNgXHQ,寄り酔い / 黒井しば【歌ってみた】,黒井しば【にじさんじの犬】,2022-01-20T23:00:09Z
MMm6HbYv2Hg,Flamingo - 米津玄師 / Covered by まなえ,manae ch. / まなえ,2019-03-23T11:00:03Z
MTKk_tA3Zq4,美術館で会った人だろ- P-MODEL[にじさんじKR/イロハ] (Cover),이로하 /LeeRoha 【NIJISANJI KR】,2020-12-08T16:46:06Z
MZDVRp7kptQ,DECO*27「アンダーカバー」covered by MaiR【歌ってみた】,MaiR Official YouTube,2021-06-11T12:00:18Z
MPs-hlFXYyw,奏（かなで） - スキマスイッチ / Covered by まなえ,manae ch. / まなえ,2019-03-13T14:48:42Z
MaD72xh_tCk,君の知らない物語 Arrange ver. 歌ってみた - 獅子神レオナ【化物語ED/supercell】,獅子神レオナ/レオナちゃんねる,2019-08-09T11:00:04Z
MW3wOcwX5nk,【歌ってみた】い〜やい〜やい〜や(Whatever whatever whatever)  #椎名唯華生誕祭 【椎名唯華/にじさんじ】,椎名唯華 / Shiina Yuika,2022-04-17T08:00:09Z
MV-hR82zR1I,【原創曲】旭日微光／李李鈴蘭LinglanLily,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,2022-01-28T13:45:13Z
MRM7MKJb1iI,【manae】おねがいダーリン〜北九州弁Ver.〜 歌ってみた,manae ch. / まなえ,2017-03-17T14:01:29Z
MboaHyA5--Y,bad guy - Billie Eilish ( Cover ) / VESPERBELL,VESPERBELL,2020-10-08T11:00:03Z
Mb7JNOBry9Y,ワンルーム・オール・ザット・ジャズ / covered by 黒井しば,黒井しば【にじさんじの犬】,2020-06-23T14:00:10Z
Mjwz6vr7PmM,【Pixie Music】Lilium Cover【RoaFen】,RoaFen【AkioAIR】,2022-08-20T14:15:01Z
Mbngzoz8rWA,乙女解剖 / DECO*27 (covered by 緑仙),緑仙 / Ryushen,2019-04-05T10:57:43Z
Me0F_GFmpDM,長く短い祭 - 椎名林檎 (Cover) / KMNZ LITA,KMNZ LITA,2021-08-08T12:00:08Z
MhtScZvcsiQ,私は最強 (Ado) / 藍璃かんな Cover,Airi Kanna ch. 藍璃かんな,2022-08-20T08:49:08Z
MkQT7_2yD5k,『835の日』君の知らない物語『歌ってみた』,くら闇子ASMR　YamikoKura ASMR,2021-09-04T11:00:11Z
Md0TBfwo9rM,ヴァンパイア - 尾丸ポルカ(cover),Polka Ch. 尾丸ポルカ,2021-05-16T11:00:18Z
Mm8Ej2xG_O8,SummerTime / cinnamons × evening cinema(Covered by 夏色まつり&夕刻ロベル),Matsuri Channel 夏色まつり,2021-08-18T10:00:12Z
MpBnxbMzaXA,【歌ってみた】シュガーソングとビターステップ【にじさんじ/加賀美ハヤト/葉加瀬冬雪/夜見れな】,加賀美 ハヤト/Hayato Kagami,2020-02-23T11:00:12Z
MdzWfe_HSqQ,【歌ってみた】廻廻奇譚-Eve/covered by LiLYPSE ＃06【『呪術廻戦』オープニング主題歌】,LiLYPSE-リリップス,2021-07-25T15:00:15Z
MiJqrKZCLIw,香水 / 瑛人 (covered by 緑仙),緑仙 / Ryushen,2020-07-05T14:00:11Z
MgOmSjxezlY,ヒステリックナイトガール - PSYQUI ( Cover ) / VESPERBELL カスカ,VESPERBELL,2020-12-17T11:00:09Z
MkSkQBIhGus,【2人で】POPP​Y PAPPY​ DAY  歌ってみた【#みっころね24】,Miko Ch. さくらみこ,2019-09-24T12:00:16Z
Mm97x8_uy7o,尾丸ポルカ - シルシ(cover) / THE HOLO TAKE,Polka Ch. 尾丸ポルカ,2021-02-06T14:20:12Z
Mmlj3WUBHbc,【#夜空メル】吸血鬼が『ビバハピ』踊って歌ってみた！【ホロライブ】,Mel Channel 夜空メルチャンネル,2019-04-22T11:58:14Z
Mh8atvdSNWw,君の神様になりたい。 / カンザキイオリ (covered by 緑仙),緑仙 / Ryushen,2021-11-19T10:00:11Z
MmnjbLR6XY0,Enter the Avatar - MonsterZ MATE (Cover) / KMNZ,KMNZ LITA,2019-10-31T10:00:08Z
MoJ48YnDJdQ,Overdose - なとり / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2022-12-15T11:00:07Z
Me8E174sJ1E,【女性が歌う】ドライフラワー - 優里 / Covered by まなえ【弾き語り】,manae ch. / まなえ,2021-02-09T14:15:00Z
MpJz7u99gHk,ギラギラ踊って歌ってみた / 緑仙［オリジナル振付］,緑仙 / Ryushen,2022-10-20T11:00:07Z
MiuFIzr8bR0,【一周年記念】ヒャダインのじょーじょーゆーじょー / おかころ【歌ってみた】,Korone Ch. 戌神ころね,2020-04-01T12:00:12Z
MgSlA3P7BJk,インタビュア- クワガタP / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2018-09-24T13:45:31Z
MyWytMDgtoY,【歌ってみた】脳漿炸裂ガール - れるりり / 星乃めあ【オリジナルMV】Brain Fluid Explosion Girl - rerulili feat.miku&gumi cover,MaiR Official YouTube,2020-02-13T13:00:11Z
N029UUlH1Dc,フォニイ / 星街すいせい(Cover),Suisei Channel,2021-11-26T09:00:13Z
N-kfxNvTkOE,[A]ddiction / 角巻わため(Cover),Watame Ch. 角巻わため,2022-09-06T10:00:13Z
MpPoKAoMH00,【Virtual to LIVE（covered by #SMC組）】2周年ありがとう！#すめし2周年 【にじさんじ /夜見れな・加賀美ハヤト・葉加瀬冬雪】,夜見れな/yorumi rena【にじさんじ所属】,2021-07-03T13:30:11Z
MnjtIv7cBY0,【官方歌回剪輯】囍／李李鈴蘭,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,2021-09-24T12:00:13Z
Mt5SB2igQUM,【Original】WAO!! - 博衣こより 【ホロライブ】,Koyori ch. 博衣こより - holoX -,2022-06-16T12:05:30Z
MuV64-qgybA,【🎉THANK YOU FOR 100 SUBS🎉】Princess Mononoke Karaoke Cover・もののけ姫【歌ってみた】,Hiiragi Emuri / 柊えむり Ch.,2020-10-12T12:00:12Z
Mt0sj_zNWX4,D-tecnoLife - UVERworld // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-09-04T10:00:10Z
N2a5E35biYc,One Love [Acoustic ver.] - 嵐 // covered by 道明寺ここあ,COCOA CHANNEL,2021-02-14T10:00:16Z
N3ZfzNTRkLc,【歌ってみた】ジングルベルがとまらない【レイン・パターソン／イ・オン／コ・ヤミ】,レイン・パターソン／Lain Paterson【にじさんじ】,2021-12-24T09:00:14Z
MvyhK_9zrMY,シルシ (Piano ver.) - LiSA // covered by 松永依織,武田P / RIOT MUSICプロデューサー,2021-02-11T20:24:54Z
Mxcklx9tOg4,【歌ってみた】偶然天使【月ノ美兎・静凛・える・勇気ちひろ・樋口楓cover】,樋口楓【にじさんじ所属】,2019-06-17T13:00:04Z
MvO4O4c1SNU,〖Cover〗炉心融解 / Meltdown 【ZEA】,ZEA Cornelia【NIJISANJI ID】,2019-10-01T14:00:10Z
Mv4f0XEsfy4,【Cover song】Baka mitai / 馬鹿みたい【NIJISANJI ID | Bonnivier Pranaja】,Bonnivier Pranaja 【NIJISANJI ID】,2020-12-18T13:00:13Z
N55MJ7ziTwc,【歌ってみた】🩹Official髭男dism - Cry Baby🩹 / Covered by セフィナ【にじさんじKR】,セフィナ / Seffyna【にじさんじ】,2021-08-23T12:00:12Z
N56TiiljcIg,ラヴィ：歌ってみた：麻婆豆腐,麻婆豆腐,2022-11-19T08:00:08Z
N4gAHRU5Now,クリスマスソング / back number (covered by 稀羽すう) 【歌ってみた】,稀羽すう - Suu Usuwa -,2021-12-22T13:00:12Z
MnPb80FBKXM,【女王気分で】KING - Kanaria / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2021-02-11T12:00:06Z
N7K8vAyhtYg,【歌ってみたコラボ】水樹奈々×T.M.Revolution『革命デュアリズム』- 星乃めあ × たすくこま【オリジナルMV】TVアニメ「革命機ヴァルヴレイヴ」2nd SEASON オープニングテーマ,MaiR Official YouTube,2018-12-21T11:00:03Z
MxxqteLgFu4,人生は最高の暇つぶし/夏色まつり(cover),Matsuri Channel 夏色まつり,2022-07-21T15:15:14Z
My-1Qfn-I44,【歌ってみた】サイレントマジョリティ ー / 欅坂46【天神子兎音cover】,天神 子兎音 Tenjin Kotone,2019-02-08T12:01:42Z
MtBrjkoh_ZM,Subtitle 歌ってみた / Official髭男dism『covered by 律可』,Rikka ch.律可,2023-02-14T11:00:10Z
MxRQhOMobhw,【Ado】踊　歌ってみた【相羽ういは/にじさんじ】,相羽ういは〖Aiba Uiha〗にじさんじ所属,2021-05-20T11:00:16Z
MwnVbTTiIzk,回レ！雪月花 - 歌組雪月花(原田ひとみ・茅野愛衣・小倉唯) // covered by 道明寺ここあ・松永依織・朝倉杏子,道明寺ここあ / COCOA DOMYOJI,2023-04-28T10:00:10Z
N1UAvmhto34,KING-Kanaria／covered by カグラナナ【歌ってみた】,カグラナナchannel／ななかぐら,2020-09-11T13:00:11Z
N7hIgl_I2m8,【歌ってみた】デイバイデイズ/宇志海いちご,宇志海いちご,2022-12-25T12:00:10Z
N1WK-Td0tnQ,チャイナアドバイス (China Advice) - 相対性理論 // covered by 長瀬有花,長瀬有花 / YUKA NAGASE,2020-11-30T10:00:13Z
NB_lCy1usUA,🎃Mrs.Pumpkinの滑稽な夢🎃 NariｘHariｘJiyuｘKiru 一周年Cover,ヤン・ナリ / Yang Nari 【にじさんじ】,2021-10-16T11:30:11Z
MzZPnBOqlqo,〖Cover〗アイディスマイル  / IDSMILE【Amicia Michella & ZEA Cornelia】,ZEA Cornelia【NIJISANJI】,2023-05-06T12:00:10Z
N8KN46G7Lnw,PHANTOM MINDS - 水樹奈々 // covered by 道明寺ここあ,道明寺ここあ / COCOA DOMYOJI,2022-12-22T10:00:19Z
NFp3KSTYirM,Nectar - まふまふ feat. nqrse(Cover) / KMNZ LIZ リズ,KMNZ LIZ,2019-01-14T11:00:04Z
N324llLIduw,放課後オーバーフロウ (Hokago Overflow) - ランカ・リー＝中島愛 // covered by 道明寺ここあ,道明寺ここあ / COCOA DOMYOJI,2021-11-14T10:00:09Z
N34673PQ8O4,新宝島 / Shin Takarajima Cover【Taka Radjiman】,Taka Radjiman【NIJISANJI ID】,2020-03-14T12:15:12Z
NGmCO296ock,【ショート】成人男性がキレキャリオンを原曲キーで歌ってみた【弦月藤士郎】,弦月 藤士郎 / Genzuki Tojiro【にじさんじ】,2021-10-06T07:37:36Z
N8K73cMLbAg,【天神子兎音×樋口楓】SEVENTH HAVEN／Tokyo 7th シスターズ【歌ってみた】,樋口楓【にじさんじ所属】,2018-12-31T14:58:18Z
N1V6xqIHgjA,【MV】KICKBACK / Covered by Axel Syrios【歌ってみた】,Axel Syrios Ch. HOLOSTARS-EN,2023-05-13T04:00:08Z
N9Gqht8POm4,【KING】かっこよく歌ってみた(cover)【ときのそら】,SoraCh. ときのそらチャンネル,2021-02-18T03:00:07Z
N5MoAOGspjk,KING - Kanaria 歌ってみた cover 【Aadya】,Aadya【NIJISANJI IN】,2021-03-14T05:30:18Z
N6bXA-an0_s,【ウルフ/自由に自己PR2】One by one feat. KMNZ LIZ（Cover）,KMNZ ARCHIVES,2020-10-06T10:00:04Z
N88NphuFA_M,【4K】３月９日／歌ってみた【カグラナナ】,カグラナナchannel／ななかぐら,2020-03-08T15:00:13Z
N6TwgX7MDh0,幽霊東京 - Ayase (Cover) / 熊谷ちさと Kumagai Chisato,Beatani Ch. 熊谷ちさと,2021-04-16T14:00:15Z
N8hPo6lXyKk,閃光陽花 (Senkou Hibana) -  芦澤サキ (Official Video),芦澤サキ / SAKI ASHIZAWA,2022-07-03T10:00:12Z
NDH4KgXxyGA,CREATION / 白上フブキ(cover),フブキCh。白上フブキ,2022-08-25T11:00:10Z
N5RtO2k_fiE,【Cover】'GETCHA!' ft. Katta & Tama【MV】,Kattarina Qutie Ch. idol,2023-03-01T21:00:07Z
NFzWCzes2SM,【デビュー1周年記念】め組のひと/アルランディス【歌ってみた】,Aruran Ch. アルランディス,2020-09-08T11:45:13Z
NMzPwJHEZnI,君はロックを聴かない - あいみょん(弾き語りCover) / 星乃めあ【歌ってみた】,MaiR Official YouTube,2019-04-29T10:58:16Z
NIv_yYKl9tQ,『旅の途中』  Ninomae Ina'nis (Cover),Ninomae Ina'nis Ch. hololive-EN,2021-12-02T21:00:11Z
NByBOp51OT4,ラブカ？ - 柊キライ ( Cover ) / VESPERBELL ヨミ,VESPERBELL,2021-05-14T11:00:10Z
NKQvH78Jv04,【COVER】SAIKAI | 再会【Moona x Suisei Hoshimachi | ムーナ／星街すいせい】,Moona Hoshinova hololive-ID,2021-12-03T12:00:13Z
NJSH0McCpwI,【世話やきキツネの仙狐さん】もっふもふ DE よいのじゃよ  TV ver./白上フブキ【歌ってみた】,フブキCh。白上フブキ,2019-07-03T12:58:19Z
NCGplQi3ifI,ヴァンパイア - DECO*27 ( Cover ) / VESPERBELL カスカ,VESPERBELL,2021-05-06T11:00:16Z
NCNb7O8BARc,取り柄のないクズだって生きてていいだろが／雪城眞尋(cover)【歌ってみた】,雪城眞尋/Yukishiro Mahiro【にじさんじ所属】,2020-11-06T15:00:09Z
NCrrK6mi4PY,【オリジナルMV】「アイヲウタエ／春奈るな」歌ってみた【神楽めあ】,神楽めあ / KaguraMea,2021-08-01T11:00:11Z
NSY-W18z5I0,【歌ってみた】秒針を噛む / Covered by 星乃めあ【ずっと真夜中でいいのに。】PianoVer,MaiR Official YouTube,2020-08-25T13:00:12Z
NJXI-0CwXCY,ワールドイズマイン / by シスタークレア×犬山たまき【歌ってみた】,犬山たまき / 佃煮のりおチャンネル,2019-04-19T10:58:46Z
NK1po3z2pto,ファンサ / HoneyWorks (covered by 緑仙),緑仙 / Ryushen,2019-09-18T11:00:14Z
NGxdAFQi_k4,Hisaishi Joe - Summer [にじさんじKR/いろは],이로하 /LeeRoha 【NIJISANJI KR】,2020-09-15T19:20:47Z
NLaxDNXu01Y,ANIMAる - 梅とら,ギガ Cover / KMNZ ケモノズ,KMNZ LIZ,2019-12-29T11:00:08Z
NLABa95XAig,【歌ってみた】夏夜のマジック  covered by 花譜,花譜,2020-12-02T09:00:03Z
NOrfhrL0D9k,【COVER】Ookami Blues ~,Watson Amelia Ch. hololive-EN,2022-04-03T05:00:12Z
NMvDVwJscVA,愛欲のプリズナー / ひとしずくP  (covered by いのるぱんだ),緑仙 / Ryushen,2019-01-30T10:58:46Z
NI7irXgbIsg,ジェリーフィッシュ (feat. ローラーガール)-Yunomi/covered by キズナアイ【歌ってみた】,A.I.Channel,2020-08-15T11:30:05Z
NO66dNMwmbU,白日 / King Gnu (covered by 紫咲シオン)【歌ってみた/4K】,Shion Ch. 紫咲シオン,2020-03-29T12:00:12Z
NSJtblaPnRE,キュートなカノジョ- syudou/covered by 暁おぼろ（LiLYPSE）【#LiLYPSE_双星歌劇/LIVE ver. from 反彩星層EGOIDEAL】,LiLYPSE-リリップス,2022-10-02T15:00:12Z
NZW29972DN8,ray (cover) – 月ノ美兎、剣持刀也 [Live Video] from #リアルタイムARライブ,月ノ美兎,2021-12-22T12:00:12Z
NJyGaDx78ZM,【Cover】Happy Halloween - by Chapipi 【歌ってみた】,Iekushi Chapipi Ch. [VSinger | VTuber],2022-10-30T21:00:09Z
NMYSAKGAgAs,【MV】ドーナツホール 歌ってみた - 道明寺ここあ【ハチ】,ここあMusic,2019-06-29T11:00:03Z
NOpVzZbJq1E,水星 (Suisei) - DAOKO // covered by 長瀬有花,長瀬有花 / YUKA NAGASE,2021-03-16T10:00:13Z
N_eK0ujrhmY,ふ･れ･ん･ど･し･た･い / やかまし娘 (cover),Korone Ch. 戌神ころね,2022-01-10T11:00:14Z
Nfau9-6s7eQ,世界が終るまでは… (Sekai ga Owarumade ha) - WANDS // covered by 道明寺ここあ,COCOA CHANNEL,2021-03-26T10:00:07Z
NRLj9lIWW7w,【歌ってみた】ピースサイン / 米津玄師【Kotone(天神子兎音)cover】,天神 子兎音 Tenjin Kotone,2020-08-07T11:00:12Z
NTPMwST_19o,クーネル・エンゲイザー　歌ってみた,‌,2019-04-05T12:57:43Z
NUsIXU52Dwg,フォニイ - ツミキ (Cover) / KMNZ LIZ,KMNZ LIZ,2021-07-30T12:00:19Z
NWG_lwQgTK8,命に嫌われている。(cover)【鹿乃／花寄女子寮】,Kano game channel,2019-11-05T12:00:11Z
NSk7CsjMeRU,テレキャスタービーボーイ - すりぃ Cover / KMNZ LIZ リズ,KMNZ LIZ,2019-08-03T11:00:06Z
NT6Pf28eCgQ,【侵略されて】エイリアンエイリアン 歌ってみた - ときのそら【踊ってみた】,SoraCh. ときのそらチャンネル,2019-01-02T10:00:02Z
NVtRbOdu3eg,【歌ってみた】ミッドナイト清純異性交遊 covered by 花譜,花譜,2019-10-15T09:00:14Z
NkPRsZh6wDo,【全部パトラ】カノンで肉食べたい歌ってみた【周防パトラ / ハニスト】,Patra Channel / 周防パトラ 【ハニスト】,2018-08-23T14:11:44Z
NmICr8Iu7AA,【歌ってみた】ロストワンの号哭【ときのそら】,SoraCh. ときのそらチャンネル,2019-09-07T12:00:04Z
NRGL-YmC-1I,【歌ってみた】完全放棄宣言 Covered by 幽ヶ崎海愛【ナナヲアカリ】,うみCh.幽ヶ崎海愛,2021-01-30T11:16:36Z
NXwcJa73BoU,Happy Halloween - Junky(Cover) / KMNZ ケモノズ,KMNZ LIZ,2018-10-31T12:25:56Z
NYBcbAWEtFo,歌ってみた動画別人説！？本人だって証明するわ！！！【One Hand Clapping】,Mirai Akari Project,2018-10-11T10:00:06Z
NpUlRQbB0lA,The Baddest Cover K/DA Evelynn's Part,Oceane Otoishi Ch. 音衣詩おしあん【kawaii】,2022-10-15T07:37:47Z
NXVpPU359IU,VTuber Chapipi sings "Almost There" -The Princess and the Frog- 【LIVE COVER】,Iekushi Chapipi Ch. [VSinger | VTuber],2022-12-07T14:00:17Z
NkG-YjkCFMY,愛して愛して愛して / きくお (covered by 緑仙),緑仙 / Ryushen,2019-10-18T16:15:12Z
NbHD50edwpc,Nana Ouyang "The Best For You" Cover ft. redza,Bao Ch. 海の幽霊,2020-12-11T19:18:06Z
N_tpcLhxAFE,『Where Is The Love (feat. Shogo&早川博隆)』Cover ft. Yuuna & KoYami,Yuuna Ch. ににゆーな,2022-02-15T02:30:11Z
N_TlRZdrn1M,【MV】ドラマツルギー 歌ってみた - 道明寺ここあ【Eve】,ここあMusic,2019-08-17T10:30:01Z
NdHPnTd2Jd8,ルーザーガール - 尾丸ポルカ(cover),Polka Ch. 尾丸ポルカ,2021-01-30T12:30:14Z
NnAmlsHraH4,GAC - Bahagia Cover by NIJISANJI ID,NIJISANJI ID Official,2022-03-13T12:30:49Z
NyV9JwHaCD4,きゅんっ！ヴァンパイアガール【亜玖魔サキ/歌ってみた】,Saki Ch.亜玖魔サキ,2021-10-29T13:00:10Z
Nn-9VuX7JG0,心絵 (kokoroe) - ロードオブメジャー // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-10-15T10:00:07Z
NtRpDpfE69Y,【オリジナル】アイリス。【潤羽るしあ/ホロライブ】,Rushia Ch. 潤羽るしあ,2021-01-22T13:15:10Z
O6mgVyRk-Dg,フォニイ - ツミキ / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-07-13T11:00:11Z
NeNI7J7dT84,ワンルームシュガーライフ / by 犬山たまき×織田信姫【歌ってみた】,犬山たまき / 佃煮のりおチャンネル,2020-04-30T14:45:13Z
NrOJUJwVf7Y,【歌ってみた】ススメ→トゥモロウ【ひなちなちま】,飛鳥ひな【にじさんじ所属】,2020-03-25T13:00:13Z
Ns0hhLxbJI8,Deal with the devil - Tia // covered by 松永依織,松永依織 / IORI MATSUNAGA,2020-12-17T10:00:04Z
NsDq1aJddXA,INTERNET OVERDOSE / Cover - 熊谷ちさと,Beatani Ch. 熊谷ちさと,2022-02-01T22:30:09Z
NxnxzPVwuyQ,千の夜をこえて (Sen no yoru o koete) - Aqua Timez // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-05-10T10:00:11Z
